Name;Description;Img Link;Price;Rating;Seller
Handphone Samsung S20 FE 8/128 8/256 GB RAM 8 ROM 128 256GB HP Garansi - Orange, 8/128GB;Spesifikasi Produk :. . Display Type. Super AMOLED capacitive touchscreen. . Size. 6.5 inches, 102.0 cm2. . Resolution. 1080 x 2400 pixels, 20:9 ratio. . Display Colors. 16M colors. . Pixel Density. 405 ppi density. ;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp6.575.000;5;artic
NEW APPLE IPHONE 8 64GB ORIGINAL FU GSM GARANSI 1 TAHUN - Silver;( FREE SOFTCASE, TEMPERED GLASS, STICKER APPLE DAN SAMBUNGAN CHARGER ). . Poin-poin fitur. • Layar Retina HD LCD 4,7 inci. • Tahan cipratan air dan debu. • Kamera Wide 12 MP tunggal dengan Auto HDR dan vid;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp3.350.000;4.9;apple iphone trusted seller
Xiaomi Redmi Note 10S 6/128G NFC Layar 6.43” Super AMOLED Smart HP - Onyx Gray;Xiaomi Redmi Note 10S. . warranty ：15months. . Spesifikasi Produk:. . Penyimpanan & RAM. 6GB + 64GB | 6GB+ 128GB | 8GB + 128GB. LPDDR4X + UFS 2.2. . Dimensi. Tinggi: 160,46mm. Lebar: 74,5mm. Ketebalan: 8,29mm. Bera;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp 2.899.000;4.9;Xiaomi Official Store
Nokia 105 King (2019) Garansi Resmi TAM - Hitam;NETWORK Technology. GSM. 2G bands GSM 900 / 1800 - SIM1 & SIM2 (dual-SIM model only). GPRS No. EDGE No. LAUNCH. . BODY Dimensions. 119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in). Weight 73 g (2.57 oz). . SIM. Dual ;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp 226.000;4.9;Senjaya Selindo
Apple iPhone 8 64gb Second mulus ex internasional,fullset;DIBACA DAHULU YA GAN SEBELUM MEMBELI ^_^. . stok warna silahkan chat. . Type Iphone 8 64gb Second Mulus. Ex internasional USA. Garansi Mesin 1 bulan. Semua cashing original 100% apple. Belum pernah bongkar/re;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp 2.870.000;4.9;cellularline168
infinix hot 10 play 4/64;Ready Infinix hot 10 play 4/64. Garansi resmi !!!. . silahkan diorder boskuhh!!!;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp 1.554.000;5;BRjaya007
Infinix Hot 10 play 4/64 gb Garansi Resmi;ready stok. no repack. garansi resmi. silahkan diorder. terima kasih;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp 1.552.000;5;Enter Ponsel
iphone xr 64 gb fullsett - GRADE C, BATANGAN;Keterangan. Barang mulus seperti baru. Jangan lupa chek deskripsi di bawah:. . penilaian fisik. - GRADE A = fisik 95 sd 98%. - GRADE B = fisik 90 sd 95%. - GRADE C = FISIK 85 SD 90 %. Untuk grade b dan c bs f;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/22/b74de0ca-acec-4f4d-9a94-1ed74a40bb2b.jpg.webp?ect=4g;Rp4.620.000;4.9;NEW JAYA STORE
SAMSUNG Galaxy S10 Second Original Mulus - Hitam, S10 8+128GB;Spesifikasi Samsung Galaxy S10 128GB Original Fullset Mulus. - Fullset 100%. - Ram 8 GB. - Internal 128 GB. - USB TYPE C. - Jaringan 4G LTE ( All Operator ). - Layar 6.1 inches. - 3 Camera belakang 12 MP, 16;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/21/ed38bc06-0181-4a68-8dae-67f5c5fd967d.jpg.webp?ect=4g;Rp4.380.000;5;oscar68
Apple iPhone 13 Pro Max Promax 128GB 256GB 512GB 1TB 128 256 512 1 TB - 128GB, GOLD;KENAPA HARUS BELI SAMA Choco Apple?. 1. TRUSTED SELLER. bukan cuma seller musiman yang setelah barang jualannya laku trus menghilang entah kemana.. 2. BARANG DIJAMIN BRAND NEW IN BOX + SEGEL. 3. MENERIMA ;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/16/70ce927c-11bb-4872-a5d8-477314637831.jpg.webp?ect=4g;Rp20.950.000;5;chocoapple
Original 100% Apple iPhone XS Max 64GB 128GB 256GB New Garansi 1 Tahun - Space Gray, 64 gb;Ready Stock !. Apple iPhone XS Max Original New Inter Garansi Toko 1 Tahun. * 64GB Space Gray , Silver , Gold ( Ready ). * 256GB Space Gray , Silver , Gold ( Ready ). . 1 Tahun garansi. * Gratis service. * G;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/12/4/98829e0c-8cf2-4017-90d7-2d6cbee2bda5.jpg.webp?ect=4g;Rp7.599.000;4.9;Republic Apple
iPhone 12 PRO 128Gb 256Gb 512Gb Bekas Fullset Second Mulus - Putih, 128 gb;iPhone 12 PRO 64GB 128Gb 256Gb Bekas Fullset Second Mulus. . FREE TEMPERGLASS. . - Second Original Ex inter US. - Bukan rekondisi atau refurbished. - Full set / lengkap (Acc oem) acc tidak ada garansi. - Kon;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/26/27dd3a92-86e2-4a85-99ee-83618e5b4640.jpg.webp?ect=4g;Rp12.700.000;5;GNT
Samsung Galaxy A22 LTE 6/128 RAM 6GB Internal 128GB Garansi Resmi SEIN;Garansi Resmi Samsung Indonesia. . Resmi IMEI sudah terdaftar. Check imei : https://www.kemenperin.go.id/imei/. Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku. . Note : Sebelum kirim kami buka s;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/1/64599191-7c59-4e5d-b545-8eec8b39dffe.jpg.webp?ect=4g;Rp2.835.000;4.9;SFONE OMNI STORE
Samsung Galaxy A12 4/128 / 6/128 Garansi Resmi Sein By Tam;SAMSUNG GALAXY A12. RAM 4/128GB. Ram 6/128GB. GARANSI RESMI SEIN. . #Tersedia Case logo. https://tokopedia.link/bW5wzumqwfb. . blackTemperfull=paket unit warna hitam dengan temperglas full (untuk yg mau dipas;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/2/7/f5c0e160-deb5-4281-b156-8144e4e59a00.jpg.webp?ect=4g;Rp2.158.000;4.9;murahmeriah shop
Infinix Hot 10 Play 3/32 GB Garansi Resmi;Ready Stock *04 Desember 2021. . SIM Dual SIM (Nano-SIM, dual stand-by). Size 6.82 inches,. PLATFORM OS Android 10 (Go edition), XOS 7. Chipset MediaTek Helio G25 (12 nm). CPU Octa-core (2x2.0 GHz Cortex-A7;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/21/5f636056-8dfb-40a0-99d5-4bc84afa416d.jpg.webp?ect=4g;Rp1.443.000;5;Gudang-HP
Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi;Garansi Resmi Xiaomi Indonesia. IMEI Terdaftar~. . Siap kirim~. Bukan Pre Order. . NETWORK Technology. GSM / HSPA / LTE. LAUNCH Announced 2021, March 04. Status Available. Released 2021, March 24. BODY Dimensio;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/3/31/5a643563-0f91-4abc-97fa-7f32ab9dbc79.jpg.webp?ect=4g;Rp3.635.000;5;duniagadgetku
Samsung Galaxy A52 8/128 RAM 8GB Internal 128GB Garansi Resmi SEIN;Garansi Resmi Samsung Indonesia. . Resmi IMEI sudah terdaftar. Check imei : https://www.kemenperin.go.id/imei/. Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku. . NOTE : SAMSUNG PASTI BUKA SEGEL ;https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/2/b0305c7c-f137-41d3-9831-60849da01727.jpg.webp?ect=4g;Rp4.698.000;4.9;Vote VIP
Samsung Galaxy A52 8/128 RAM 8GB Internal 128GB Garansi Resmi SEIN;Garansi Resmi Samsung Indonesia. . Resmi IMEI sudah terdaftar. Check imei : https://www.kemenperin.go.id/imei/. Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku. . Note : Sebelum kirim kami buka s;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp4.692.000;4.9;SFONE OMNI STORE
Samsung A12 6/128 RAM 6GB Internal 128GB Garansi Resmi SEIN;Garansi Resmi Samsung Indonesia. . Resmi IMEI sudah terdaftar. Check imei : https://www.kemenperin.go.id/imei/. Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku. . NOTE : SAMSUNG PASTI BUKA SEGEL ;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp2.378.000;5;Vote VIP
INFINIX SMART 5 RAM 2 32 GARANSI RESMI;GARANSI RESMI INFINIX INDONESIA,IMEI TERDAFTAR. . MOHON CHAT DULU SEBELUM PEMBAYARAN. . UNTUK BONUS ACCESORIES,BISA PILIH DI VARIAN GIFT(UTK NON GIFT=TANPA BONUS ACCESORIES/STANDARD DLM BOXNYA). . PERMINTAA;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp1.225.000;5;Bintang Terang Cell
Samsung S21 Ultra 5G 16/256 12/512 GB Galaxy Kamera 8K RAM 16 ROM 256;OS : Android 11, One UI 3.1, Chipset: Octa Core Processor. . Quad Rear Camera :. - 108 MP (2nd gen), f/1.8, 26mm, OIS. - 10 MP, f/4.9, 240mm, OIS,. - 10 MP, f/2.4, 70mm,- 12 MP, f/2.2, 13mm, 1/2.55",. LED f;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp16.799.000;4.9;SUPER_GADGET
INFINIX NOTE 10 RAM 6 128 GARANSI RESMI;GARANSI RESMI INFINIX INDONESIA,IMEI TERDAFTAR. . MOHON CHAT DULU SEBELUM PEMBAYARAN. . UNTUK BONUS ACCESORIES,BISA PILIH DI VARIAN GIFT(UTK NON GIFT=TANPA BONUS ACCESORIES/STANDARD DLM BOXNYA). . PERMINTAA;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp2.225.000;5;Bintang Terang Cell
Samsung S21 Plus 5G 8/128 8/256 GB Galaxy Kamera 8K S21+ RAM 8 ROM 128;Android 11, One UI 3.1. . MAIN CAMERA. Triple Rear Camera :. - 12 MP, f/1.8, 26mm Dual Pixel PDAF, OIS. - 64 MP, f/2.0, 28mm PDAF, OIS. - 12 MP, f/2.2, 13mm, 120˚, 1/2.55" 1.4µm, Super Steady video. Video 8K;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp13.699.000;5;SUPER_GADGET
Samsung Galaxy A52 (8/128Gb - 8/256Gb) Garansi Resmi SEIN;Samsung Galaxy A52. Varian 8/128Gb dan 8/256Gb. Imei Terdaftar. Garansi resmi Samsung 1thn. Ready Awesome Black. Pilih sesuai varian dan warna. . NETWORKTechnologyGSM / HSPA / LTE / 5G2G bandsGSM 850 / 900 /;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp4.695.000;4.8;murahmeriah shop
IPhone 12 Pro Garansi Resmi Ibox;Green Peel. New Product. Garansi Resmi Apple indonesia. . . - Prodak Garansi 364 Hari. ( Tidak Sampai Setahun ). Pada saat Aktifasi Connect Wifi. . yang dipake dan diliat saat Claimb Garansi Adalah. Tgl Estimas;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp17.399.000;5;PT Pratama Sntra Semesta
Samsung A32 5G 8/128 GB Garansi Resmi SEIN;Ready Stock *22 November 2021. . SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by). Size 6.4 inches, 98.9 cm2 (~84.6% screen-to-body ratio). PLATFORM OS Android 11, One UI 3.1. Chipset MediaT;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp3.791.000;5;Gudang-HP
Samsung Galaxy A02 3/32 RAM 3GB Internal 32GB Garansi Resmi SEIN;Garansi Resmi Samsung Indonesia. . Resmi IMEI sudah terdaftar. Check imei : https://www.kemenperin.go.id/imei/. Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku. . Note : Sebelum kirim kami buka s;data:image/png base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAAB4CAQAAACTbf5ZAAAAiklEQVR42u3PMQEAAAwCoNm/9Cr4Cw3IjYmwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsHDrASUpAHnJhbktAAAAAElFTkSuQmCC;Rp1.480.000;4.9;SFONE OMNI STORE
